Date,Period,Value
6/16/2020 4:00,5,7578.2
6/16/2020 5:00,6,7428.4
6/16/2020 6:00,7,7391.5
6/16/2020 7:00,8,8136.7
6/16/2020 8:00,9,8920.5
6/16/2020 9:00,10,9409
6/16/2020 10:00,11,9680.6
6/16/2020 11:00,12,9599.4
6/16/2020 12:00,13,9736.1
6/16/2020 13:00,14,10175.8
6/16/2020 14:00,15,9945.5
6/16/2020 15:00,16,9590.3
6/16/2020 16:00,17,8945.4
6/16/2020 17:00,18,8493.6
6/16/2020 18:00,19,8739.9
6/16/2020 19:00,20,9005.2
6/16/2020 20:00,21,9358.9
6/16/2020 21:00,22,9355.7
6/16/2020 22:00,23,9235.3
6/16/2020 23:00,24,9053.3
6/17/2020 0:00,1,8690.3
6/17/2020 1:00,2,8309.1
6/17/2020 2:00,3,8053.2
6/17/2020 3:00,4,7795.9
6/17/2020 4:00,5,7634.5
6/17/2020 5:00,6,7441.6
6/17/2020 6:00,7,7581.9
6/17/2020 7:00,8,8461.2
6/17/2020 8:00,9,9031.4
6/17/2020 9:00,10,9546
6/17/2020 10:00,11,9896.8
6/17/2020 11:00,12,9819.4
6/17/2020 12:00,13,9996.9
6/17/2020 13:00,14,10353.4
6/17/2020 14:00,15,10266.3
6/17/2020 15:00,16,9885.6
6/17/2020 16:00,17,9359.6
6/17/2020 17:00,18,8763.1
6/17/2020 18:00,19,9026
6/17/2020 19:00,20,9190.7
6/17/2020 20:00,21,9456.9
6/17/2020 21:00,22,9622.4
6/17/2020 22:00,23,9372.4
6/17/2020 23:00,24,9226.5
6/18/2020 0:00,1,8770.2
6/18/2020 1:00,2,8450.6
6/18/2020 2:00,3,8114.4
6/18/2020 3:00,4,7934.9
6/18/2020 4:00,5,7704.2
6/18/2020 5:00,6,7507.1
6/18/2020 6:00,7,7874.8
6/18/2020 7:00,8,8394.8
6/18/2020 8:00,9,9231.1
6/18/2020 9:00,10,9601.5
6/18/2020 10:00,11,9950
6/18/2020 11:00,12,9814.2
6/18/2020 12:00,13,10077.4
6/18/2020 13:00,14,10445.4
6/18/2020 14:00,15,10352.4
6/18/2020 15:00,16,9951.5
6/18/2020 16:00,17,9198
6/18/2020 17:00,18,8545.1
6/18/2020 18:00,19,9017.8
6/18/2020 19:00,20,9272.1
6/18/2020 20:00,21,9586.8
6/18/2020 21:00,22,9686.3
6/18/2020 22:00,23,9320
6/18/2020 23:00,24,9008.4
6/19/2020 0:00,1,8651
6/19/2020 1:00,2,8359.2
6/19/2020 2:00,3,8071.8
6/19/2020 3:00,4,7823.7
6/19/2020 4:00,5,7720
6/19/2020 5:00,6,7477
6/19/2020 6:00,7,7604.1
6/19/2020 7:00,8,8404.2
6/19/2020 8:00,9,9149
6/19/2020 9:00,10,9428.4
6/19/2020 10:00,11,9732
6/19/2020 11:00,12,9636
6/19/2020 12:00,13,9683.7
6/19/2020 13:00,14,9692.7
6/19/2020 14:00,15,9379.1
6/19/2020 15:00,16,8731.3
6/19/2020 16:00,17,8196.3
6/19/2020 17:00,18,8035.2
6/19/2020 18:00,19,8156.8
6/19/2020 19:00,20,8348.8
6/19/2020 20:00,21,8371.7
6/19/2020 21:00,22,8458.5
6/19/2020 22:00,23,8153.1
6/19/2020 23:00,24,7967.2
6/20/2020 0:00,1,7752.6
6/20/2020 1:00,2,7526.7
6/20/2020 2:00,3,7304.6
6/20/2020 3:00,4,7154.1
6/20/2020 4:00,5,7035.8
6/20/2020 5:00,6,6761.3
6/20/2020 6:00,7,6903.3
6/20/2020 7:00,8,7439.8
6/20/2020 8:00,9,7799.6
6/20/2020 9:00,10,8248.7
6/20/2020 10:00,11,8530.8
6/20/2020 11:00,12,8582.2
6/20/2020 12:00,13,8722.4
6/20/2020 13:00,14,8979
6/20/2020 14:00,15,8906.3
6/20/2020 15:00,16,8451.5
6/20/2020 16:00,17,7980.4
6/20/2020 17:00,18,7725.1
6/20/2020 18:00,19,8107.6
6/20/2020 19:00,20,8283.4
6/20/2020 20:00,21,8559.2
6/20/2020 21:00,22,8564.1
6/20/2020 22:00,23,8336.6
6/20/2020 23:00,24,8182.3
6/21/2020 0:00,1,7811.7
6/21/2020 1:00,2,7585.7
6/21/2020 2:00,3,7309.5
6/21/2020 3:00,4,7025.6
6/21/2020 4:00,5,6868.2
6/21/2020 5:00,6,6544
6/21/2020 6:00,7,6623.2
6/21/2020 7:00,8,6947.9
6/21/2020 8:00,9,7332.9
6/21/2020 9:00,10,7812.2
6/21/2020 10:00,11,8094.3
6/21/2020 11:00,12,8143.9
6/21/2020 12:00,13,8238.1
6/21/2020 13:00,14,8491.5
6/21/2020 14:00,15,8408.3
6/21/2020 15:00,16,8075.5
6/21/2020 16:00,17,7787
6/21/2020 17:00,18,7773.4
6/21/2020 18:00,19,8120.3
6/21/2020 19:00,20,8399.6
6/21/2020 20:00,21,8578.9
6/21/2020 21:00,22,8564.2
6/21/2020 22:00,23,8486.9
6/21/2020 23:00,24,8110
6/22/2020 0:00,1,7908.5
6/22/2020 1:00,2,7644.8
6/22/2020 2:00,3,7423
6/22/2020 3:00,4,7135.3
6/22/2020 4:00,5,7067.9
6/22/2020 5:00,6,7142.5
6/22/2020 6:00,7,7390
6/22/2020 7:00,8,8214.5
6/22/2020 8:00,9,8942.9
6/22/2020 9:00,10,9508.4
6/22/2020 10:00,11,9865.8
6/22/2020 11:00,12,9807.9
6/22/2020 12:00,13,10074.1
6/22/2020 13:00,14,10410.8
6/22/2020 14:00,15,10425.2
6/22/2020 15:00,16,10048.4
6/22/2020 16:00,17,9247.7
6/22/2020 17:00,18,8575.4
6/22/2020 18:00,19,9109.5
6/22/2020 19:00,20,9247.8
6/22/2020 20:00,21,9433.9
6/22/2020 21:00,22,9466.2
6/22/2020 22:00,23,9089.4
6/22/2020 23:00,24,8959.4
6/23/2020 0:00,1,8716.1
6/23/2020 1:00,2,8440.6
6/23/2020 2:00,3,8095
6/23/2020 3:00,4,7952
6/23/2020 4:00,5,7915.1
6/23/2020 5:00,6,7703.3
6/23/2020 6:00,7,7859.8
6/23/2020 7:00,8,8399
6/23/2020 8:00,9,9328
6/23/2020 9:00,10,9857.8
6/23/2020 10:00,11,10145.7
6/23/2020 11:00,12,10053.8
6/23/2020 12:00,13,10207.5
6/23/2020 13:00,14,10649.4
6/23/2020 14:00,15,10506.1
6/23/2020 15:00,16,10136.2
6/23/2020 16:00,17,9347.9
6/23/2020 17:00,18,8566.2
6/23/2020 18:00,19,9081.4
6/23/2020 19:00,20,9357.6
6/23/2020 20:00,21,9399.9
6/23/2020 21:00,22,9267.4
6/23/2020 22:00,23,8994.8
6/23/2020 23:00,24,8683.3
6/24/2020 0:00,1,8355.2
6/24/2020 1:00,2,8270.9
6/24/2020 2:00,3,8064.5
6/24/2020 3:00,4,7806.5
6/24/2020 4:00,5,7692.9
6/24/2020 5:00,6,7336.4
6/24/2020 6:00,7,7670.5
6/24/2020 7:00,8,8384.5
6/24/2020 8:00,9,9100.9
6/24/2020 9:00,10,9573.3
6/24/2020 10:00,11,9870.1
6/24/2020 11:00,12,9799.8
6/24/2020 12:00,13,10033.5
6/24/2020 13:00,14,10431.2
6/24/2020 14:00,15,10322.3
6/24/2020 15:00,16,10020.1
6/24/2020 16:00,17,9163
6/24/2020 17:00,18,8669
6/24/2020 18:00,19,9093.3
6/24/2020 19:00,20,9153.7
6/24/2020 20:00,21,9186.3
6/24/2020 21:00,22,9178.6
6/24/2020 22:00,23,8945.2
6/24/2020 23:00,24,8725
6/25/2020 0:00,1,8391.5
6/25/2020 1:00,2,7981.3
6/25/2020 2:00,3,7717.1
6/25/2020 3:00,4,7536
6/25/2020 4:00,5,7522.8
6/25/2020 5:00,6,7287.1
6/25/2020 6:00,7,7562.7
6/25/2020 7:00,8,8261.1
6/25/2020 8:00,9,8993.5
6/25/2020 9:00,10,9625.1
6/25/2020 10:00,11,9974.6
6/25/2020 11:00,12,9964.3
6/25/2020 12:00,13,10156.3
6/25/2020 13:00,14,10476.6
6/25/2020 14:00,15,10360.7
6/25/2020 15:00,16,9956
6/25/2020 16:00,17,9280.2
6/25/2020 17:00,18,8794.3
6/25/2020 18:00,19,9009.1
6/25/2020 19:00,20,9041.3
6/25/2020 20:00,21,8931.5
6/25/2020 21:00,22,8992.8
6/25/2020 22:00,23,8753.4
6/25/2020 23:00,24,8541.8
6/26/2020 0:00,1,8202
6/26/2020 1:00,2,7940.5
6/26/2020 2:00,3,7745.2
6/26/2020 3:00,4,7540.5
6/26/2020 4:00,5,7373.1
6/26/2020 5:00,6,7193.2
6/26/2020 6:00,7,7585.9
6/26/2020 7:00,8,8264.1
6/26/2020 8:00,9,8810.5
6/26/2020 9:00,10,9417.7
6/26/2020 10:00,11,9730
6/26/2020 11:00,12,9698.1
6/26/2020 12:00,13,9810.7
6/26/2020 13:00,14,10116.2
6/26/2020 14:00,15,9925.1
6/26/2020 15:00,16,9571.4
6/26/2020 16:00,17,8818.9
6/26/2020 17:00,18,8534.8
6/26/2020 18:00,19,8715.6
6/26/2020 19:00,20,9005.5
6/26/2020 20:00,21,9187.9
6/26/2020 21:00,22,9132.3
6/26/2020 22:00,23,8903.5
6/26/2020 23:00,24,8813.8
6/27/2020 0:00,1,8396.6
6/27/2020 1:00,2,8054.5
6/27/2020 2:00,3,7734
6/27/2020 3:00,4,7536.9
6/27/2020 4:00,5,7350.6
6/27/2020 5:00,6,7107.5
6/27/2020 6:00,7,7320.6
6/27/2020 7:00,8,7456.3
6/27/2020 8:00,9,8037.7
6/27/2020 9:00,10,8435.3
6/27/2020 10:00,11,8806.5
6/27/2020 11:00,12,8830.2
6/27/2020 12:00,13,8898.4
6/27/2020 13:00,14,9057.2
6/27/2020 14:00,15,8909.7
6/27/2020 15:00,16,8666.7
6/27/2020 16:00,17,8230.4
6/27/2020 17:00,18,8041.4
6/27/2020 18:00,19,8441.5
6/27/2020 19:00,20,8670.9
6/27/2020 20:00,21,8871.8
6/27/2020 21:00,22,8857.1
6/27/2020 22:00,23,8591
6/27/2020 23:00,24,8445.3
6/28/2020 0:00,1,8258.9
6/28/2020 1:00,2,7876.2
6/28/2020 2:00,3,7609.8
6/28/2020 3:00,4,7390.2
6/28/2020 4:00,5,7219.8
6/28/2020 5:00,6,6940.2
6/28/2020 6:00,7,6945.7
6/28/2020 7:00,8,7019.6
6/28/2020 8:00,9,7361.7
6/28/2020 9:00,10,7585.4
6/28/2020 10:00,11,7923.1
6/28/2020 11:00,12,7942.3
6/28/2020 12:00,13,8017.9
6/28/2020 13:00,14,8219.3
6/28/2020 14:00,15,7991.8
6/28/2020 15:00,16,7733.3
6/28/2020 16:00,17,7382
6/28/2020 17:00,18,7431.5
6/28/2020 18:00,19,8058.6
6/28/2020 19:00,20,8318.8
6/28/2020 20:00,21,8248.4
6/28/2020 21:00,22,8162.1
6/28/2020 22:00,23,7829.9
6/28/2020 23:00,24,7536.4
6/29/2020 0:00,1,7210.6
6/29/2020 1:00,2,6948.5
6/29/2020 2:00,3,6744.1
6/29/2020 3:00,4,6569.8
6/29/2020 4:00,5,6500.1
6/29/2020 5:00,6,6494
6/29/2020 6:00,7,7100.8
6/29/2020 7:00,8,7920.2
6/29/2020 8:00,9,8574.8
6/29/2020 9:00,10,9227
6/29/2020 10:00,11,9497.2
6/29/2020 11:00,12,9552.4
6/29/2020 12:00,13,9495.2
6/29/2020 13:00,14,9746.7
6/29/2020 14:00,15,9696.5
6/29/2020 15:00,16,9359.1
6/29/2020 16:00,17,8673.3
6/29/2020 17:00,18,8245.4
6/29/2020 18:00,19,8443.1
6/29/2020 19:00,20,8748.6
6/29/2020 20:00,21,8910.6
6/29/2020 21:00,22,8867
6/29/2020 22:00,23,8686.6
6/29/2020 23:00,24,8419.1
6/30/2020 0:00,1,8056.5
6/30/2020 1:00,2,7774.5
6/30/2020 2:00,3,7535.1
6/30/2020 3:00,4,7338.4
6/30/2020 4:00,5,7223
6/30/2020 5:00,6,7073.2
6/30/2020 6:00,7,7412.6
6/30/2020 7:00,8,8125.7
6/30/2020 8:00,9,8884.4
6/30/2020 9:00,10,9420.3
6/30/2020 10:00,11,9523.7
6/30/2020 11:00,12,9593.6
6/30/2020 12:00,13,9655.2
6/30/2020 13:00,14,9956.8
6/30/2020 14:00,15,9801.2
6/30/2020 15:00,16,9496.2
6/30/2020 16:00,17,8621.9
6/30/2020 17:00,18,8116.4
6/30/2020 18:00,19,8488.8
6/30/2020 19:00,20,8721.5
6/30/2020 20:00,21,8912.3
6/30/2020 21:00,22,8907.3
6/30/2020 22:00,23,8614
6/30/2020 23:00,24,8375.3
7/1/2020 0:00,1,7968.2
7/1/2020 1:00,2,7757.5
7/1/2020 2:00,3,7500.6
7/1/2020 3:00,4,7230.6
7/1/2020 4:00,5,7210.9
7/1/2020 5:00,6,7074.4
7/1/2020 6:00,7,7370
7/1/2020 7:00,8,8030.3
7/1/2020 8:00,9,8787.7
7/1/2020 9:00,10,9324.7
7/1/2020 10:00,11,9798.6
7/1/2020 11:00,12,9681
7/1/2020 12:00,13,9850.2
7/1/2020 13:00,14,10048.5
7/1/2020 14:00,15,10051.7
7/1/2020 15:00,16,9749.2
7/1/2020 16:00,17,9052.7
7/1/2020 17:00,18,8609
7/1/2020 18:00,19,9021.1
7/1/2020 19:00,20,9022.1
7/1/2020 20:00,21,9212.7
7/1/2020 21:00,22,9194.7
7/1/2020 22:00,23,8977
7/1/2020 23:00,24,8737.2
7/2/2020 0:00,1,8653.8
7/2/2020 1:00,2,8279
7/2/2020 2:00,3,8048.9
7/2/2020 3:00,4,7823
7/2/2020 4:00,5,7677.1
7/2/2020 5:00,6,7556.5
7/2/2020 6:00,7,7716.4
7/2/2020 7:00,8,8512.1
7/2/2020 8:00,9,9051.8
7/2/2020 9:00,10,9427.2
7/2/2020 10:00,11,9769.1
7/2/2020 11:00,12,9728.2
7/2/2020 12:00,13,9809.5
7/2/2020 13:00,14,10226.1
7/2/2020 14:00,15,10145.4
7/2/2020 15:00,16,9793.7
7/2/2020 16:00,17,9170.5
7/2/2020 17:00,18,8605.5
7/2/2020 18:00,19,8985.7
7/2/2020 19:00,20,9165.7
7/2/2020 20:00,21,9402.4
7/2/2020 21:00,22,9465.5
7/2/2020 22:00,23,9187.8
7/2/2020 23:00,24,9008.5
7/3/2020 0:00,1,8595.6
7/3/2020 1:00,2,8482.9
7/3/2020 2:00,3,8254.5
7/3/2020 3:00,4,7950.2
7/3/2020 4:00,5,7774
7/3/2020 5:00,6,7658.5
7/3/2020 6:00,7,7916.5
7/3/2020 7:00,8,8579.6
7/3/2020 8:00,9,8976.1
7/3/2020 9:00,10,9556.8
7/3/2020 10:00,11,9912.9
7/3/2020 11:00,12,9884.3
7/3/2020 12:00,13,9919.6
7/3/2020 13:00,14,10352.4
7/3/2020 14:00,15,10268.8
7/3/2020 15:00,16,9987.9
7/3/2020 16:00,17,9203.3
7/3/2020 17:00,18,8531.6
7/3/2020 18:00,19,8881
7/3/2020 19:00,20,8984.3
7/3/2020 20:00,21,9298.3
7/3/2020 21:00,22,9236
7/3/2020 22:00,23,9180.8
7/3/2020 23:00,24,8969.7
7/4/2020 0:00,1,8648.6
7/4/2020 1:00,2,8353.2
7/4/2020 2:00,3,8066.5
7/4/2020 3:00,4,7913.9
7/4/2020 4:00,5,7701
7/4/2020 5:00,6,7449
7/4/2020 6:00,7,7449.5
7/4/2020 7:00,8,7741.5
7/4/2020 8:00,9,8113.1
7/4/2020 9:00,10,8550.4
7/4/2020 10:00,11,8860.8
7/4/2020 11:00,12,8846.5
7/4/2020 12:00,13,8953.4
7/4/2020 13:00,14,9207.2
7/4/2020 14:00,15,9045.6
7/4/2020 15:00,16,8725.4
7/4/2020 16:00,17,8048.8
7/4/2020 17:00,18,7813.9
7/4/2020 18:00,19,8237.6
7/4/2020 19:00,20,8218.7
7/4/2020 20:00,21,8403.7
7/4/2020 21:00,22,8358.3
7/4/2020 22:00,23,8087.3
7/4/2020 23:00,24,7882.9
7/5/2020 0:00,1,7657.7
7/5/2020 1:00,2,7356.9
7/5/2020 2:00,3,7174.6
7/5/2020 3:00,4,7105.9
7/5/2020 4:00,5,6893.1
7/5/2020 5:00,6,6477.1
7/5/2020 6:00,7,6550.3
7/5/2020 7:00,8,6886.8
7/5/2020 8:00,9,7494.1
7/5/2020 9:00,10,7792.7
7/5/2020 10:00,11,8066.8
7/5/2020 11:00,12,8105.5
7/5/2020 12:00,13,8157.9
7/5/2020 13:00,14,8417
7/5/2020 14:00,15,8318.4
7/5/2020 15:00,16,7983.8
7/5/2020 16:00,17,7700.1
7/5/2020 17:00,18,7861.6
7/5/2020 18:00,19,8119.9
7/5/2020 19:00,20,8489.4
7/5/2020 20:00,21,8763.1
7/5/2020 21:00,22,8655.7
7/5/2020 22:00,23,8457.9
7/5/2020 23:00,24,8066.1
7/6/2020 0:00,1,7707.4
7/6/2020 1:00,2,7472.5
7/6/2020 2:00,3,7260.5
7/6/2020 3:00,4,7003.9
7/6/2020 4:00,5,6947.9
7/6/2020 5:00,6,6941
7/6/2020 6:00,7,7251
7/6/2020 7:00,8,8166.4
7/6/2020 8:00,9,8840.6
7/6/2020 9:00,10,9437.8
7/6/2020 10:00,11,9718.1
7/6/2020 11:00,12,9663.2
7/6/2020 12:00,13,9850.8
7/6/2020 13:00,14,10221.4
7/6/2020 14:00,15,10186.6
7/6/2020 15:00,16,9876.9
7/6/2020 16:00,17,9127
7/6/2020 17:00,18,8519.1
7/6/2020 18:00,19,8743.9
7/6/2020 19:00,20,8842.1
7/6/2020 20:00,21,9072.3
7/6/2020 21:00,22,8993
7/6/2020 22:00,23,8911.1
7/6/2020 23:00,24,8604.3
7/7/2020 0:00,1,8026.2
7/7/2020 1:00,2,7666
7/7/2020 2:00,3,7425.9
7/7/2020 3:00,4,7381.4
7/7/2020 4:00,5,7490.3
7/7/2020 5:00,6,7387.4
7/7/2020 6:00,7,7568.9
7/7/2020 7:00,8,8277.5
7/7/2020 8:00,9,8925.5
7/7/2020 9:00,10,9652
7/7/2020 10:00,11,10034.4
7/7/2020 11:00,12,9909.4
7/7/2020 12:00,13,10051.9
7/7/2020 13:00,14,10417.1
7/7/2020 14:00,15,10271.4
7/7/2020 15:00,16,9978.5
7/7/2020 16:00,17,9286.6
7/7/2020 17:00,18,8582.9
7/7/2020 18:00,19,8898.6
7/7/2020 19:00,20,9132.9
7/7/2020 20:00,21,9402.4
7/7/2020 21:00,22,9411.8
7/7/2020 22:00,23,9048
7/7/2020 23:00,24,9048
7/8/2020 0:00,1,8684.2
7/8/2020 1:00,2,8442
7/8/2020 2:00,3,8103.1
7/8/2020 3:00,4,7914.7
7/8/2020 4:00,5,7772.3
7/8/2020 5:00,6,7573
7/8/2020 6:00,7,7677.9
7/8/2020 7:00,8,8457.5
7/8/2020 8:00,9,9152.1
7/8/2020 9:00,10,9608.4
7/8/2020 10:00,11,10021.5
7/8/2020 11:00,12,9802.4
7/8/2020 12:00,13,10040.6
7/8/2020 13:00,14,10336.8
7/8/2020 14:00,15,10234.5
7/8/2020 15:00,16,9911.3
7/8/2020 16:00,17,9140.7
7/8/2020 17:00,18,8517.3
7/8/2020 18:00,19,8944.3
7/8/2020 19:00,20,9082.7
7/8/2020 20:00,21,9245.2
7/8/2020 21:00,22,9245.4
7/8/2020 22:00,23,9120.3
7/8/2020 23:00,24,8888.5
7/9/2020 0:00,1,8527.9
7/9/2020 1:00,2,8260.7
7/9/2020 2:00,3,7970.4
7/9/2020 3:00,4,7755.6
7/9/2020 4:00,5,7651.2
7/9/2020 5:00,6,7525.3
7/9/2020 6:00,7,7734.1
7/9/2020 7:00,8,8378.6
7/9/2020 8:00,9,9160.1
7/9/2020 9:00,10,9766.3
7/9/2020 10:00,11,10001.4
7/9/2020 11:00,12,9978.5
7/9/2020 12:00,13,10151
7/9/2020 13:00,14,10550.4
7/9/2020 14:00,15,10455.6
7/9/2020 15:00,16,10121.2
7/9/2020 16:00,17,9158.6
7/9/2020 17:00,18,8518.1
7/9/2020 18:00,19,8892.5
7/9/2020 19:00,20,9050.2
7/9/2020 20:00,21,9272.8
7/9/2020 21:00,22,9189
7/9/2020 22:00,23,9138.6
7/9/2020 23:00,24,9048.7
7/10/2020 0:00,1,8669.8
7/10/2020 1:00,2,8420.5
7/10/2020 2:00,3,8173.9
7/10/2020 3:00,4,7959.7
7/10/2020 4:00,5,7816.4
7/10/2020 5:00,6,7635
7/10/2020 6:00,7,7824.8
7/10/2020 7:00,8,8452
7/10/2020 8:00,9,9205.7
7/10/2020 9:00,10,9752.2
7/10/2020 10:00,11,10054.9
7/10/2020 11:00,12,9960
7/10/2020 12:00,13,10115.1
7/10/2020 13:00,14,10513
7/10/2020 14:00,15,10349.9
7/10/2020 15:00,16,9986.2
7/10/2020 16:00,17,9053.8
7/10/2020 17:00,18,8493.5
7/10/2020 18:00,19,8885.5
7/10/2020 19:00,20,8959.2
7/10/2020 20:00,21,9215.6
7/10/2020 21:00,22,9185.8
7/10/2020 22:00,23,9010.7
7/10/2020 23:00,24,8770.1
7/11/2020 0:00,1,8538.2
7/11/2020 1:00,2,8271
7/11/2020 2:00,3,8005.3
7/11/2020 3:00,4,7851.9
7/11/2020 4:00,5,7740.1
7/11/2020 5:00,6,7595.5
7/11/2020 6:00,7,7539.1
7/11/2020 7:00,8,7697
7/11/2020 8:00,9,8130.4
7/11/2020 9:00,10,8653.6
7/11/2020 10:00,11,9027.8
7/11/2020 11:00,12,8956.9
7/11/2020 12:00,13,9016.8
7/11/2020 13:00,14,9270.6
7/11/2020 14:00,15,9064.7
7/11/2020 15:00,16,8824.1
7/11/2020 16:00,17,8130.7
7/11/2020 17:00,18,7929.7
7/11/2020 18:00,19,8366.5
7/11/2020 19:00,20,8581.8
7/11/2020 20:00,21,8681.8
7/11/2020 21:00,22,8550.2
7/11/2020 22:00,23,8542.6
7/11/2020 23:00,24,8338.2
7/12/2020 0:00,1,8119.7
7/12/2020 1:00,2,7917.8
7/12/2020 2:00,3,7645
7/12/2020 3:00,4,7468.8
7/12/2020 4:00,5,7243.6
7/12/2020 5:00,6,6965.3
7/12/2020 6:00,7,6807.9
7/12/2020 7:00,8,7230.5
7/12/2020 8:00,9,7616.9
7/12/2020 9:00,10,8038.5
7/12/2020 10:00,11,8296.4
7/12/2020 11:00,12,8410.3
7/12/2020 12:00,13,8502.4
7/12/2020 13:00,14,8657.6
7/12/2020 14:00,15,8397.2
7/12/2020 15:00,16,8068.7
7/12/2020 16:00,17,7939.7
7/12/2020 17:00,18,7947.4
7/12/2020 18:00,19,8456.3
7/12/2020 19:00,20,8775.7
7/12/2020 20:00,21,8911.4
7/12/2020 21:00,22,8879.3
7/12/2020 22:00,23,8500.5
7/12/2020 23:00,24,8243.6
7/13/2020 0:00,1,7943.2
7/13/2020 1:00,2,7654.5
7/13/2020 2:00,3,7423.1
7/13/2020 3:00,4,7319.2
7/13/2020 4:00,5,7286.2
7/13/2020 5:00,6,7230.7
7/13/2020 6:00,7,7549.5
7/13/2020 7:00,8,8127.3
7/13/2020 8:00,9,8436.2
7/13/2020 9:00,10,8965.9
7/13/2020 10:00,11,9139.1
7/13/2020 11:00,12,8945.1
7/13/2020 12:00,13,8835.8
7/13/2020 13:00,14,8843.2
7/13/2020 14:00,15,8583.7
7/13/2020 15:00,16,8584.4
7/13/2020 16:00,17,8576.4
7/13/2020 17:00,18,8051.4
7/13/2020 18:00,19,8198.6
7/13/2020 19:00,20,8165.4
7/13/2020 20:00,21,8003.9
7/13/2020 21:00,22,8058.9
7/13/2020 22:00,23,7829.1
7/13/2020 23:00,24,7699.4
7/14/2020 0:00,1,7350.7
7/14/2020 1:00,2,7123.8
7/14/2020 2:00,3,7014.7
7/14/2020 3:00,4,6964.8
7/14/2020 4:00,5,6794.5
7/14/2020 5:00,6,6932.5
7/14/2020 6:00,7,7018.4
7/14/2020 7:00,8,7589.1
7/14/2020 8:00,9,8389.4
7/14/2020 9:00,10,8926.3
7/14/2020 10:00,11,9344.6
7/14/2020 11:00,12,9332.1
7/14/2020 12:00,13,9526.7
7/14/2020 13:00,14,9762.8
7/14/2020 14:00,15,9599.9
7/14/2020 15:00,16,9271.8
7/14/2020 16:00,17,8586.5
7/14/2020 17:00,18,8198
7/14/2020 18:00,19,8620.8
7/14/2020 19:00,20,8875.1
7/14/2020 20:00,21,9144.2
7/14/2020 21:00,22,9072.7
7/14/2020 22:00,23,8975.4
7/14/2020 23:00,24,8663.9
7/15/2020 0:00,1,8332.3
7/15/2020 1:00,2,8094.4
7/15/2020 2:00,3,7717.4
7/15/2020 3:00,4,7536.2
7/15/2020 4:00,5,7407.1
7/15/2020 5:00,6,7289
7/15/2020 6:00,7,7488.2
7/15/2020 7:00,8,8019.4
7/15/2020 8:00,9,9019.4
7/15/2020 9:00,10,9625.7
7/15/2020 10:00,11,9879.9
7/15/2020 11:00,12,9732.4
7/15/2020 12:00,13,9881.5
7/15/2020 13:00,14,10230.8
7/15/2020 14:00,15,10199
7/15/2020 15:00,16,9791.5
7/15/2020 16:00,17,8803.1
7/15/2020 17:00,18,8327.6
7/15/2020 18:00,19,8688.4
7/15/2020 19:00,20,8881
7/15/2020 20:00,21,9054.7
7/15/2020 21:00,22,8973.2
7/15/2020 22:00,23,8678.5
7/15/2020 23:00,24,8483.8
7/16/2020 0:00,1,8293.3
7/16/2020 1:00,2,8038.4
7/16/2020 2:00,3,7777.4
7/16/2020 3:00,4,7577.5
7/16/2020 4:00,5,7514.8
7/16/2020 5:00,6,7280
7/16/2020 6:00,7,7513.2
7/16/2020 7:00,8,8264
7/16/2020 8:00,9,8995.6
7/16/2020 9:00,10,9390.8
7/16/2020 10:00,11,9644.8
7/16/2020 11:00,12,9646
7/16/2020 12:00,13,9736.2
7/16/2020 13:00,14,10102.4
7/16/2020 14:00,15,9932
7/16/2020 15:00,16,9691.5
7/16/2020 16:00,17,9031.8
7/16/2020 17:00,18,8542.1
7/16/2020 18:00,19,8887.1
7/16/2020 19:00,20,9095.7
7/16/2020 20:00,21,9388.7
7/16/2020 21:00,22,9292.1
7/16/2020 22:00,23,9005.5
7/16/2020 23:00,24,8799
7/17/2020 0:00,1,8645.8
7/17/2020 1:00,2,8299.5
7/17/2020 2:00,3,8122.3
7/17/2020 3:00,4,7869.2
7/17/2020 4:00,5,7734.2
7/17/2020 5:00,6,7568.3
7/17/2020 6:00,7,7767.7
7/17/2020 7:00,8,8261.9
7/17/2020 8:00,9,9101.1
7/17/2020 9:00,10,9574.5
7/17/2020 10:00,11,9860.2
7/17/2020 11:00,12,9828.2
7/17/2020 12:00,13,9918
7/17/2020 13:00,14,10300.4
7/17/2020 14:00,15,10034.6
7/17/2020 15:00,16,9827.9
7/17/2020 16:00,17,9101.1
7/17/2020 17:00,18,8521.5
7/17/2020 18:00,19,9048.5
7/17/2020 19:00,20,9248.7
7/17/2020 20:00,21,9471.4
7/17/2020 21:00,22,9453.4
7/17/2020 22:00,23,9135.3
7/17/2020 23:00,24,8893.6
7/18/2020 0:00,1,8730.1
7/18/2020 1:00,2,8431.9
7/18/2020 2:00,3,8119.9
7/18/2020 3:00,4,7876.9
7/18/2020 4:00,5,7790.9
7/18/2020 5:00,6,7490.9
7/18/2020 6:00,7,7369
7/18/2020 7:00,8,7742.5
7/18/2020 8:00,9,8333.1
7/18/2020 9:00,10,8898.7
7/18/2020 10:00,11,9127.5
7/18/2020 11:00,12,9056.8
7/18/2020 12:00,13,9127.1
7/18/2020 13:00,14,9433.8
7/18/2020 14:00,15,9237.3
7/18/2020 15:00,16,9292.5
7/18/2020 16:00,17,8678.3
7/18/2020 17:00,18,8479.5
7/18/2020 18:00,19,8673.4
7/18/2020 19:00,20,8789.6
7/18/2020 20:00,21,8944.2
7/18/2020 21:00,22,8895.6
